product,channel,url,skin_type,acne_prone,tone,undertone,shade,stayed_matte,wear_hours,broke_out,oxidized,would_repurchase,overall,is_sponsored,key_quote
IT Cosmetics CC Cream,Maryam Maquillage,https://www.youtube.com/watch?v=Gq4SXg3OnlA,oily sensitive,yes,medium,cool,medium tan,no,8,not_mentioned,not_mentioned,yes,mixed,False,this is just too much makeup for me this is just a little bit too full coverage for my preference and although I like the coverage I like how it first looked when I first applied it to my face I can't say that I love it at the end of a day at least at the end of a beach day perhaps if I wore it with some helpers an actual primer an actual powder to set everything in place maybe I would have a different story but as is for the purpose of going to the beach and wearing a little bit more coverage this is just not for me this is a little bit too heavy a little bit too thick and greasy for my oily AF skin that is the bottom line
IT Cosmetics CC Cream,Christine Le,https://www.youtube.com/watch?v=V0rJjQ8lCL8,oily,yes,medium,neutral,neutral medium,mostly,10,not_mentioned,no,not_mentioned,positive,True,I love that my skin just looks really healthy and glowy and I feel like any regular foundation after this amount of time on my oily skin would be breaking up really greasy and oily.
IT Cosmetics CC Cream,Lavinia Rusanda,https://www.youtube.com/watch?v=B4nKsnyyCME,combination,yes,fair,unknown,Fair,mostly,12,yes,no,not_mentioned,mixed,False,"The original CC lasts about 6 to 7 hours looking really good, the Nude Glow held up nicely and stayed hydrated, Illumination also wore well with a nice glow, but the Natural Matte started to peel and crease on me."
IT Cosmetics CC Cream,Ivory Cherry,https://www.youtube.com/watch?v=MZMl6dCsU3o,combination oily,yes,tan,unknown,tan,mostly,10,not_mentioned,no,not_mentioned,positive,False,"As far as oil control at 5 hours, I feel like this foundation is doing amazing, I don't feel shiny at all and it actually looks better now than when I first finished my makeup."
Kosas Revealer,Sam Robinson,https://www.youtube.com/watch?v=z4f9Yfy_V1A,combination,unknown,light,neutral olive,Light Medium Neutral Olive 210,mostly,,not_mentioned,no,not_mentioned,positive,False,"It's giving glass skin, baby. Yes, it is."
Kosas Revealer,Thrift Thick,https://www.youtube.com/watch?v=a9jGAQPSQAo,oily,yes,light,neutral,light neutral 140,no,10,not_mentioned,not_mentioned,no,mixed,False,it has felt good overall a little greasy a little oily in my t-zone but you know i'm gonna hold out hope
Kosas Revealer,Magdaline Janet,https://www.youtube.com/watch?v=caCT4te3cpA,oily,yes,medium,neutral,medium 220 neutral,mostly,12,not_mentioned,yes,yes,positive,False,I love this foundation I think this foundation is great the only thing is that I didn't pick my correct shade so this shade is a little bit too light
Kosas Revealer,Sarah Rose,https://www.youtube.com/watch?v=f4EJEPKUfgU,normal to dry,yes,fair,neutral,very light neutral 110,mostly,11,no,no,not_mentioned,positive,True,i really haven't done a whole lot since the last check-in... i feel like it looks honestly it looks pretty similar to how it looked in my last check-in... i don't feel like i'm looking really any shinier than i was
Kosas Revealer,Tatanisha Sankar,https://www.youtube.com/watch?v=HPZCbLMdmv0,normal to dry,unknown,light,neutral,light medium neutral 200,not_tested,,not_mentioned,not_mentioned,yes,positive,False,My skin looks so glowy and dewy I'm so here for it
Kosas Revealer,Emily's Makeup Bag,https://www.youtube.com/watch?v=wnXJ0dYPoXM,combination,yes,fair,neutral,very light neutral 110,mostly,9,not_mentioned,no,not_mentioned,positive,False,So far I'm really liking how it looks on my skin
L'Oreal Infallible Fresh Wear,Sam Robinson,https://www.youtube.com/watch?v=jpk3BLDG5QM,oily,unknown,medium,neutral to golden/yellow,460 golden beige,mostly,10,no,no,not_mentioned,positive,False,"Happy to report that there is no white cast... Looks good. And the shade hasn't oxidized... I'm looking super smooth, super fresh. Coverage is all still there."
L'Oreal Infallible Fresh Wear,Stephanie Marie,https://www.youtube.com/watch?v=K-oh2oY16jI,combination oily sensitive,unknown,unknown,unknown,4.45 Vanilla,no,24,yes,not_mentioned,no,mixed,False,I like the finish but I do have to check in every 3 or 4 hours and blot because I get some breakthrough shine. I'd probably not repurchase because it doesn't blur as much as I'd like and I have others I reach for more.
L'Oreal Infallible Fresh Wear,Magdaline Janet,https://www.youtube.com/watch?v=M0ENurE5og8,oily,unknown,unknown,unknown,Radiant Sand,mostly,12,not_mentioned,no,not_mentioned,positive,False,i do think the infallible freshware powder foundation worked pretty well for a 12-hour day ... it doesn't look patchy it doesn't look like i'm missing a part of my makeup so that's always nice that means it really warmed up to the skin
L'Oreal Infallible Fresh Wear,Magdaline Janet,https://www.youtube.com/watch?v=uCrr1aVj7cA,oily,unknown,unknown,neutral,,mostly,,not_mentioned,not_mentioned,yes,positive,False,the makeup looks a lot better than what we started off... honestly I really like how this looks
L'Oreal Infallible Fresh Wear,Doctor Anne,https://www.youtube.com/watch?v=7WXkWz60V-Q,combination,yes,unknown,unknown,,no,6,not_mentioned,not_mentioned,not_mentioned,mixed,False,the only skin type i would not recommend this to is very oily ones as my natural oils did start to break it up at around four hour marks
L'Oreal Infallible Fresh Wear,Sasha Stockwell,https://www.youtube.com/watch?v=LLedKaF17i0,oily,yes,fair,cool,405 Porcelain,mostly,10.5,not_mentioned,no,yes,positive,False,for a liquid foundation it feels really light on my skin when they say freshware and it's lightweight and all that they weren't lying
L'Oreal Infallible Fresh Wear,Emily Noel,https://www.youtube.com/watch?v=RUIROYwrtjM,combination,yes,light,cool,Cool Rose 130 (foundation),mostly,,yes,no,not_mentioned,mixed,False,"I haven't been quite so thrilled with my staying power on it... It's very thin... It does feel super lightweight... but I've put it through some stuff, some really hot conditions and I've had some breakdown."
L'Oreal Infallible Fresh Wear,Nikkia Joy,https://www.youtube.com/watch?v=M8-WTOYKlWc,unknown,no,unknown,unknown,220 Sand,mostly,12,not_mentioned,no,not_mentioned,positive,False,I am truly truly truly truly shocked at how good this looks like it just looks heaven on the skin
L'Oreal Infallible Fresh Wear,It'sGlamTime,https://www.youtube.com/watch?v=_BU7m9saDWo,oily,yes,tan,unknown,465 sand,mostly,,not_mentioned,not_mentioned,not_mentioned,mixed,False,It has like a satin soft matte finish it does not feel like I'm wearing any foundation like my skin it feels really really good at which I think links back to that claim that it is breathable...it's already starting to break up right here...it is really picking up the texture of that like really bad...in person I am a cakey bumpy mess all on through here
L'Oreal Infallible Fresh Wear,Taylor Wynn,https://www.youtube.com/watch?v=Q6dFdgg3IMA,dry,not_mentioned,light,warm,400 Pearl,mostly,10,not_mentioned,no,yes,positive,False,After 10 hours of wear it looks friggin incredible still... it looks like makeup that doesn't look like makeup but that's still full coverage and I love the way it's making my skin look.
L'Oreal Infallible Fresh Wear,Magdaline Janet,https://www.youtube.com/watch?v=Ej0sFD1_K0g,oily,unknown,medium,warm,"485 Golden Sun for Fresh Wear, 107 Fresh Beige for Pro Matte",mostly,10,not_mentioned,no,yes,positive,False,"10 hour mark... it's holding up extremely well ... no breakage, no separation on the skin ... both foundations are very good and durable ... if I have to choose one, I'd go with the 24-hour Fresh Wear because it has sunscreen and a great shade range."
L'Oreal Infallible Fresh Wear,Victoriya x,https://www.youtube.com/watch?v=Xgkk4mLN8kw,dry and sensitive,yes,fair,olive,140 golden beige,mostly,11,not_mentioned,no,not_mentioned,positive,False,I really really love the coverage I think it's really nice and it's not clinging to dry spots it's not making my acne look worse than it is
L'Oreal Infallible Fresh Wear,Lavinia Rusanda,https://www.youtube.com/watch?v=LEC98-EoMCA,acne|textured,yes,unknown,unknown,4 10,not_tested,,not_mentioned,not_mentioned,not_mentioned,positive,False,You cannot tell me that doesn't look so smooth on the skin
L'Oreal Infallible Fresh Wear,KWKosta,https://www.youtube.com/watch?v=nilgHbmn36I,oily,yes,unknown,unknown,Rose Ivory,mostly,12,not_mentioned,not_mentioned,yes,positive,False,I love this foundation like I'm so surprised by a serious couple of hours... it blows my mind like I would have never have guessed of a worn this foundation for eight hours
L'Oreal Infallible Fresh Wear,Sasha Stockwell,https://www.youtube.com/watch?v=2bJG5LPbHNw,oily,yes,fair,warm,0.99 true porcelain,mostly,10,not_mentioned,no,yes,positive,False,"Yes, I'm shiny right now but the makeup held up, you know sometimes you wear foundation and after 10 hours your oils come through and your oils just really break it up and it just looks terrible, I'm not getting that right now."
L'Oreal Infallible Fresh Wear,SariReanna,https://www.youtube.com/watch?v=BotzDUu1QnA,dry,yes,tan,unknown,208 Sun beige,no,12,no,not_mentioned,not_mentioned,mixed,False,I find it looks good in some lighting like if I'm in like bright artificial warm lighting it looks really good what I'm in lighting like now or like in like direct natural lighting it looks pretty terrible to be honest
L'Oreal Infallible Fresh Wear,Jessica Romua ,https://www.youtube.com/watch?v=q65Xj89p-Ps,oily,unknown,medium,unknown,Radiant Sand 250,mostly,7.5,not_mentioned,no,yes,positive,False,I feel like this does a good job of absorbing any extra oils and is great for like a touch-up type of finish
L'Oreal Infallible Fresh Wear,Janen Elodie,https://www.youtube.com/watch?v=wJzvfPtmrEk,"dry (currently, due to retinol)",not_mentioned,tan,not_mentioned,not_mentioned,mostly,8,not_mentioned,no,yes,positive,False,this foundation stay this foundation is not joking like it is a sweat proof you guys like eight hours
L'Oreal Infallible Fresh Wear,NEHADEVGANDIARIES,https://www.youtube.com/watch?v=r-ICQ5NAtqs,unknown,unknown,light-medium,unknown,3 to 4 light medium,mostly,5,not_mentioned,no,not_mentioned,positive,False,"What a fantastic product, L'Oreal. I'm highly, highly, highly impressed."
L'Oreal Infallible Fresh Wear,SuperWowStyle,https://www.youtube.com/watch?v=QCisFEt558Y,unknown,unknown,unknown,unknown,245 golden honey,yes,24,not_mentioned,not_mentioned,not_mentioned,positive,False,24 hour long stay claim check
Lancome Teint Idole Ultra Wear,Stephanie Marie,https://www.youtube.com/watch?v=9BqlS8V_Mg0,combination,unknown,light-medium,neutral leaning warm,2W1 Dawn / 2W2 Rattan,mostly,14,not_mentioned,no,not_mentioned,positive,False,this is one of the most bulletproof foundations i own it's worry-free basically and it's reliable if i need a foundation that is going to take me from morning all the way through the night this is typically what i'll reach for
Lancome Teint Idole Ultra Wear,Sam Robinson,https://www.youtube.com/watch?v=5FAbq-zAe0w,combination oily,unknown,medium,warm,400W,no,,not_mentioned,not_mentioned,not_mentioned,positive,False,"It applies pretty well with no primer or any assistance in my textured nose and chin area with a natural, hydrated finish, not crazy glowy but nice and not overly glowy."
Lancome Teint Idole Ultra Wear,Risa Does Makeup,https://www.youtube.com/watch?v=BLG0mc9TzPc,oily mature,yes,tan,neutral,360n,mostly,11,not_mentioned,yes,yes,positive,False,I think the foundation still looks really natural and beautiful... I have now been using this foundation for five days straight and I can tell you with certainty that I will be purchasing the full size bottle most likely in a different shade because this one only works if I bring it down my neck and chest
Lancome Teint Idole Ultra Wear,By Kristina Studio,https://www.youtube.com/watch?v=wXjYA5IBEl0,combination normal to oily,yes,unknown,neutral,355n,mostly,11,not_mentioned,no,not_mentioned,positive,False,I think my skin looks pretty flawless I think it looks very mattified but it doesn't look dried out...it's definitely better than the first formulation
Lancome Teint Idole Ultra Wear,Magdaline Janet,https://www.youtube.com/watch?v=ijE6nvFnmn8,oily,unknown,medium,neutral,355,mostly,12,not_mentioned,yes,not_mentioned,positive,False,considering we have no primer on we're a little oily is it supposed to be a transfer proof Foundation get this paper because this is what I have it transfers
Lancome Teint Idole Ultra Wear,Magdaline Janet,https://www.youtube.com/watch?v=HCqMdtmWLKs,oily,unknown,medium,neutral,"355n (new), 420 bisque neutral (old)",mostly,12,not_mentioned,yes,not_mentioned,positive,False,First and foremost this Foundation is good both are so so good ... I definitely think the new and improved with all this powder on top is a better version it's a lot smoother it just Glides onto the skin it overall looked better throughout the day.
MAC Studio Fix Fluid,Samantha Jane,https://www.youtube.com/watch?v=dYc8eWO6PjQ,oily,unknown,medium,warm,NC42,mostly,8,not_mentioned,no,yes,positive,False,I absolutely recommend this foundation not only do I love the wear time and how it reacted with my oily skin but I think that the price is great for a higher-end foundation and the shade range is amazing with 42 Shades
MAC Studio Fix Fluid,Irene ,https://www.youtube.com/watch?v=ocTyEhKpwVE,oily,yes,light,warm,NC20,mostly,,not_mentioned,yes,not_mentioned,positive,False,It's a full coverage foundation... I really like it because it is full coverage I don't have to use a lot of it and it glides on perfectly onto my skin.
MAC Studio Fix Fluid,melly,https://www.youtube.com/watch?v=tS0VFYMuEAk,combination oily,yes,medium,warm,NC40,mostly,8,no,no,yes,positive,False,it didn't oxidize it just you know stayed matte throughout the day with my powder on it
MAC Studio Fix Fluid,Magdaline Janet,https://www.youtube.com/watch?v=NJc4JAufUE8,oily,no,medium,neutral,NW35 and NW30,mostly,12,no,yes,not_mentioned,positive,False,It was looking really good pigment looked great we've been radiant all day long I didn't see any separation but I do kind of see my pores peeking through a little bit oily radiant yes radiant and radiant that's kind of expected
MAC Studio Fix Fluid,Beauty By Shabree,https://www.youtube.com/watch?v=NmULL8yJqr8,unknown,yes,medium,cool,nc55,not_tested,8,yes,no,no,negative,False,Overall for the foundation itself I just felt like it was really heavy on my skin ... personally for myself walking around not being on camera just looking at my face I wasn't comfortable with the wear or the look of the foundation so it's going to be a not for me
MAC Studio Fix Fluid,Magdaline Janet,https://www.youtube.com/watch?v=BfUSJEcqvSY,oily,unknown,medium,warm,NC37 and NC40,mostly,12,not_mentioned,yes,not_mentioned,positive,True,I'm just so surprised how well my makeup lasted ... you could barely see pores texture oils nothing ... this is a good foundation right that was never in question ... I would choose nc37
Make Up For Ever HD Skin,Thrift Thick,https://www.youtube.com/watch?v=QSikcUn66pI,oily,unknown,unknown,unknown,1 and 10,mostly,12,not_mentioned,no,not_mentioned,positive,False,at the end of the night it looked almost dare i say flawless like i can't say completely flawless like it had faded a bit in areas but overall to have been worn for 12 hours and it's not like i was sedentary all day like that looked phenomenal
Make Up For Ever HD Skin,Magdaline Janet,https://www.youtube.com/watch?v=MEDiOg4GbCg,oily,yes,medium,neutral,2 and 34,mostly,13,no,yes,not_mentioned,positive,False,"""The skin looks good and it's drying down ... it feels very dry down like it's not gonna move ... it's a good amount of coverage and it looks natural very skin like very nice."""
Make Up For Ever HD Skin,Magdaline Janet,https://www.youtube.com/watch?v=JtBw0b4n-3c,oily,not_mentioned,medium,neutral,2 N26,no,11,not_mentioned,yes,not_mentioned,positive,False,It was looking really good skin was looking radiant yet Supple that's kind of what I've been getting all day pigment was still there of course I was going to be radiant because that's basically how we started nothing's breaking up at this point
Make Up For Ever HD Skin,Mallory Brooke,https://www.youtube.com/watch?v=MW8a6d8WXpk,"dry, sensitive, breakout prone",yes,fair,warm,101 W Lace,mostly,12,not_mentioned,no,not_mentioned,positive,False,"This foundation almost looks too good. I know it's only been 30 minutes. Not powdered down, not sprayed with makeup setting spray. Also, the concealer looks great, not powdered. I mean, I am feeling very, very fresh, very chic."
Make Up For Ever HD Skin,Maryam Maquillage,https://www.youtube.com/watch?v=XXZGvcdnJ48,oily,yes,medium,olive,220W ecru,mostly,1,not_mentioned,not_mentioned,not_mentioned,positive,False,"Overall, it looks really good. Right now, I have just a little bit of shine coming through the center of my face, but nothing too crazy, nothing too drastic."
Make Up For Ever HD Skin,Jessica Romua ,https://www.youtube.com/watch?v=c2vPwm3C9jY,oily | combination,unknown,medium,neutral,2N26,no,7.5,not_mentioned,no,not_mentioned,positive,False,"""For me I do have oily skin but I do like how it looks I've been really into a glowy finish... if you want glow and hydration, do this."""
Maybelline Fit Me Matte Poreless,Taylor Wynn,https://www.youtube.com/watch?v=hiY43yua4JE,combination,unknown,fair,yellow (warm),112,no,9,not_mentioned,yes,not_mentioned,mixed,False,literally in about five minutes my face oxidized like three shades ... I look like an oompa loompa right now I'm so Orange
Maybelline Fit Me Matte Poreless,Cassandra Bankson,https://www.youtube.com/watch?v=8n6MIz-kZa8,oily,yes,light,unknown,115 Ivory,mostly,7,no,not_mentioned,not_mentioned,mixed,False,"I'll honestly tell you I give it about a seven out of 10 and I'll tell you why... when I use primer, this is seriously not an issue it will last me all day long."
Maybelline Fit Me Matte Poreless,Zoey Noel,https://www.youtube.com/watch?v=nRvPYJafMNw,normal to dry,yes,unknown,unknown,220,no,9,not_mentioned,not_mentioned,not_mentioned,mixed,False,it did kind of get oily ... it did get pretty oily ... it did kind of rub off on like the more raised areas ... if you have like active acne and raised bumps ... steer clear ... if you have dry skin strictly dry skin I would not go for this because it is a powder finish
Maybelline Fit Me Matte Poreless,Arnakshi Patgiri,https://www.youtube.com/watch?v=AmlmMYSU7Fg,dry,unknown,medium,unknown,228 soft 10,not_tested,16,not_mentioned,not_mentioned,yes,positive,False,"""I was like oh my God my skin looks so good... this Foundation just Blends out like a dream and it matches my skin perfectly."""
Maybelline Fit Me Matte Poreless,ugly elle,https://www.youtube.com/watch?v=X_2bXFRlDmA,oily,yes,medium,neutral,,mostly,4,not_mentioned,no,yes,positive,False,I think it does a really great job at blurring out the texture on your skin... this does a really good job at controlling my oils throughout the day... I would say that this has a good four to five hour wear time
Maybelline Fit Me Matte Poreless,Christiana's Closet,https://www.youtube.com/watch?v=Z097UT82emU,combination,unknown,medium,unknown,360 Mocha,mostly,7,not_mentioned,no,not_mentioned,positive,False,so my final thoughts on this fit me Maybelline fit me matte poreless foundation is that it's definitely oily skin friendly the formula for oily skin I think it's definitely on point
Maybelline Super Stay Full Coverage,Tati,https://www.youtube.com/watch?v=G3-9Wn-n-kk,combination leaning dry,unknown,unknown,neutral,125,mostly,8,not_mentioned,no,not_mentioned,positive,False,I really like this Foundation... it is so longwearing... things are still looking pretty good considering it is so late and I have not repowered
Maybelline Super Stay Full Coverage,Sam Robinson,https://www.youtube.com/watch?v=FBv3ESuhRT0,combination,yes,light,warm olive,220,not_tested,,not_mentioned,not_mentioned,not_mentioned,positive,False,Did she? Did she not? Pick another winner. This is perfect.
Maybelline Super Stay Full Coverage,Jazzi Filipek,https://www.youtube.com/watch?v=mJAhwpmmi0s,oily,yes,light,unknown,120 Classic Ivory,mostly,11,not_mentioned,no,not_mentioned,positive,False,I loved how full coverage it was without looking and feeling super thick and mask like on my skin
Maybelline Super Stay Full Coverage,Risa Does Makeup,https://www.youtube.com/watch?v=P7FOFT4gjVU,oily,unknown,medium,warm,220,no,12,not_mentioned,no,not_mentioned,positive,False,This 12-hour wear test told me that both of these foundations are extremely longwearing. I honestly have not lost any coverage.
Maybelline Super Stay Full Coverage,Lavinia Rusanda,https://www.youtube.com/watch?v=gk-OpHBmJkY,combination,yes,light,unknown,108,mostly,13,not_mentioned,yes,not_mentioned,positive,False,I do get the Lumi matness that they were claiming because it is actually just looking so like a glow from within that's not super dewy... I am thoroughly impressed to say the least
Maybelline Super Stay Full Coverage,Jessica Romua ,https://www.youtube.com/watch?v=_2ETE82ebdQ,oily,unknown,medium,unknown,250,mostly,12,not_mentioned,no,yes,positive,False,"""it stayed in place all throughout the face you can see it still is looking really nice in place even though it is like I said 10:17 at night I mean we wore this for pretty much the entire day and it's looking so good"""
Maybelline Super Stay Full Coverage,makeupwithalixkate,https://www.youtube.com/watch?v=ok-VFsWjlAo,oily,yes,unknown,unknown,090,mostly,4,not_mentioned,not_mentioned,not_mentioned,positive,False,Honestly this is one of the most impressive foundations that I've tried doesn't really start to show my oils through after 4 hours
Maybelline Super Stay Full Coverage,Fayy Lenee,https://www.youtube.com/watch?v=rulQebNH2jw,oily,not_mentioned,tan,unknown,350,mostly,9,not_mentioned,no,not_mentioned,positive,False,I have to say look at my pores like just look at how smooth my skin is I'm shook by this foundation for this to be a drugstore foundation is crazy
Maybelline Super Stay Full Coverage,Tati,https://www.youtube.com/watch?v=SKBGrmzdVT0,combination oily,no,unknown,unknown,,yes,,not_mentioned,no,yes,positive,True,"In the full coverage category, and what I am wearing today that I will never give up on, we will be married forever. Ever. We are like going off into the land of perfect foundation days and we're just we're married. We're soulmates."
Maybelline Super Stay Full Coverage,Mufidah Mukhtar,https://www.youtube.com/watch?v=eztyWdY1bTU,oily-combination,unknown,unknown,neutral,mix of 350 and 368,mostly,6,not_mentioned,no,yes,positive,False,Maybelline SuperStay Lumi Matte is a go for me. I love it so much.
Maybelline Super Stay Full Coverage,Steph J,https://www.youtube.com/watch?v=Z33coYen588,oily,unknown,medium,unknown,368,mostly,,not_mentioned,not_mentioned,yes,positive,False,"I do feel like the dry down is giving me more matte. I feel like it was giving me more dewy earlier, but right now it's really giving that matte finish. I still don't feel like I have any makeup on. I am truly in love with this formula."
Maybelline Super Stay Full Coverage,Prakriti Singh,https://www.youtube.com/watch?v=3BatzP9f-58,combination,unknown,medium,unknown,228,mostly,6,not_mentioned,yes,not_mentioned,positive,False,I like the finish of this Foundation it's definitely a clean girl Foundation this is so lightweight on the skin it feels like nothing
Maybelline Super Stay Full Coverage,All Beauty By Sarah,https://www.youtube.com/watch?v=_oVimRAEAj8,combination,yes,light,neutral,129,mostly,9,not_mentioned,no,yes,positive,False,"It's not heavy, it is not cakey, it doesn't feel wet, it doesn't feel sticky, it sets to this like very comfortable matte but not really matte finish even though it is a matte finish and you know you can't feel it on the face very much it's not like a dry matte finish so not only does it look luminous but it also doesn't feel matte it doesn't feel dry it feels very much like skin very very comfortable"
Maybelline Super Stay Full Coverage,BrookieMarieTV,https://www.youtube.com/watch?v=ND87wiLMznc,acne prone,yes,unknown,warm,128 warm nude,not_tested,,not_mentioned,yes,not_mentioned,positive,False,I was looking close up and this foundation has my skin looking really good really good like really good I recommend people should try this out like for ten dollars I mean come on it did cover my blemishes pretty well
Maybelline Super Stay Full Coverage,Angela Lor,https://www.youtube.com/watch?v=kq3QOLC0Nns,oily,yes,light,neutral,N4 neutral light medium,mostly,,not_mentioned,not_mentioned,not_mentioned,positive,False,"I am actually wearing this foundation today, but I don't ever really need to go in with concealer on my acne scars. One coat of this is more than enough to cover everything, which I really appreciate."
Maybelline Super Stay Full Coverage,ugly elle,https://www.youtube.com/watch?v=oAfAWGJ32aI,oily,yes,medium,unknown,Sun beige 310,not_tested,,not_mentioned,not_mentioned,not_mentioned,positive,False,Honestly this is probably the first Foundation that I feel like has matched me nearly almost perfectly
Maybelline Super Stay Full Coverage,Slashed Beauty,https://www.youtube.com/watch?v=d2GAHN2etLM,combination dry leaning,yes,light,unknown,220 Soft Beige,mostly,10,not_mentioned,not_mentioned,not_mentioned,positive,False,the Maybelline foundation did not settle into my laugh lines as much as the elf Foundation did...this side does look better in terms of oil control or sweat control
Maybelline Super Stay Full Coverage,Milabu,https://www.youtube.com/watch?v=q07BVM-sAIA,combination,unknown,unknown,unknown,,mostly,,not_mentioned,not_mentioned,not_mentioned,positive,False,"It is sweat, water, and transfer resistant. The reason why it's my new favorite is because it does everything for me. It's long lasting for my combination skin."
Maybelline Super Stay Full Coverage,ugly elle,https://www.youtube.com/watch?v=R513nmHy3V8,combination,yes,medium,olive,N6,not_tested,,no,not_mentioned,not_mentioned,positive,False,Personally I don't really feel the need to put the pimple cream all over my face but it does help your foundation stay on longer.
Maybelline Super Stay Full Coverage,Kristina King,https://www.youtube.com/watch?v=3NsW4hp662A,dry,yes,light,unknown,light beige concealer shade,not_tested,,not_mentioned,not_mentioned,not_mentioned,positive,False,you can't see any redness no dark spots no discoloration no green nothing this routine is foolproof
Maybelline Super Stay Full Coverage,HotandFlashy,https://www.youtube.com/watch?v=BWSRFwVEA1Q,combination,unknown,light,unknown,medium,mostly,10,not_mentioned,not_mentioned,yes,positive,False,It really stayed put all day. The only problem that I had with it was that the shine from this one did start coming through the powder about midway through the day.
Maybelline Super Stay Full Coverage,Its Marilyn No Monroe,https://www.youtube.com/watch?v=K5zNpgJumXs,oily,unknown,unknown,warm and neutral,368,mostly,10,not_mentioned,no,yes,positive,False,this is a absolutely great foundation and you do not have to wear it full coverage there are ways to scale it back
Milk Makeup Future Fluid,Sam Robinson,https://www.youtube.com/watch?v=UZapGAh5C_I,oily combination,unknown,light medium,cool (noted unusual labeling of warm shades as cool),260 light medium cool,no,,not_mentioned,not_mentioned,not_mentioned,positive,False,"It is giving more radiant, more luminous, more hydrated, healthy-looking skin just off of a little layer with a sponge."
Milk Makeup Future Fluid,Sam Robinson,https://www.youtube.com/watch?v=YToaOihKdgI,oily,yes,medium,olive/neutral/cool (varied shades tested),12O and 14N primarily,not_tested,,not_mentioned,not_mentioned,not_mentioned,positive,True,"""That looks really good. It matches the center of my face very nicely... This base ain't bad at all."""
Milk Makeup Future Fluid,Thrift Thick,https://www.youtube.com/watch?v=mvUmTd93gMw,oily,yes,fair,neutral,4N (fair with neutral undertones),no,,not_mentioned,not_mentioned,not_mentioned,mixed,True,It is definitely smearing off underneath my glasses it is creasing really badly in my mouth lines and it just looks like it is getting really oily and wipe offable.
Milk Makeup Future Fluid,justShanygne ,https://www.youtube.com/watch?v=jTvvol9F6ro,unknown,unknown,unknown,neutral,29n,mostly,12,not_mentioned,not_mentioned,not_mentioned,positive,True,I had this on for over 12 hours and this is what my face looks like baby I like it
Milk Makeup Future Fluid,State of Kait,https://www.youtube.com/watch?v=b8yqr5paJR4,unknown,unknown,unknown,unknown,8C,mostly,6.5,not_mentioned,yes,not_mentioned,mixed,False,I think crease wise they look great not really dealing with any creasing settling any of the product moving around the one area where I think the milk makeup looks a little bit worse is that throughout the day as you know I make expressions and my face moves and I smile I do think the concealer settled into lines I wouldn't consider that creasing creasing to me is when you do that and you can see all of the products like gathered like it creases this more is just that because of that more matte finish you can see the lines of my face a little bit more whereas the Charlotte Tilbury it looked a little softer on my under eyes
Milk Makeup Future Fluid,Tatianna Anesa,https://www.youtube.com/watch?v=z94ZQ3kZz_4,unknown,unknown,unknown,unknown,21w,not_tested,,not_mentioned,not_mentioned,not_mentioned,positive,False,"I am honestly obsessed with this concealer... The coverage is amazing, I love the finish of it, there is no creasing that I can see right now, literally no creasing or anything like that, my makeup just looks really good."
