product,channel,url,skin_type,acne_prone,tone,undertone,shade,stayed_matte,wear_hours,broke_out,oxidized,would_repurchase,overall,is_sponsored,key_quote
NARS Sheer Glow,Marlena Stell,https://www.youtube.com/watch?v=cJuOBbVRq0w,dry,not_mentioned,unknown,unknown,,no,,not_mentioned,no,not_mentioned,positive,False,I love this because it is dewy finish ... it works amazing because it has that Luminosity it adds some oil back into your skin
NARS Sheer Glow,Nikkia Joy,https://www.youtube.com/watch?v=RTvwt_thDQU,oily,yes,medium,warm,medium 3,no,11,yes,no,yes,positive,False,after wearing them both side by side for me I would have to go with the nas she glow Foundation purely because it looked the nicest for the longest time
NARS Sheer Glow,Samantha Jane,https://www.youtube.com/watch?v=mXXyWZdjRUo,unknown,unknown,unknown,unknown,Syracuse,no,,not_mentioned,yes,no,mixed,False,I do feel like it may have slightly oxidized on my skin which may have caused some of the unevenness it did last well on my skin but I don't feel like it looks as natural on my skin as I want it to
NARS Sheer Glow,Jessica Alice,https://www.youtube.com/watch?v=PQjoJHvhhxQ,not_mentioned,no,not_mentioned,not_mentioned,Gobi,mostly,6,not_mentioned,no,not_mentioned,positive,False,"""I can see myself reaching for the light reflecting foundation when I want just a slightly more even skin tone not perfect I'm not trying to hide everything... it looks really smooth and the foundation hasn't clung to it at all"""
NARS Sheer Glow,Wayne Goss,https://www.youtube.com/watch?v=2S0gqhxJ5EA,unknown,unknown,unknown,unknown,,no,,not_mentioned,not_mentioned,not_mentioned,positive,False,it does give a sheer glow to the skin it isn't a matte foundation but it is no way a dewy one either it's kind of somewhere in between
NARS Sheer Glow,Jessica Alice,https://www.youtube.com/watch?v=sY_yabUp1k0,normal,unknown,light,unknown,Gobi Light 3,no,8,not_mentioned,not_mentioned,not_mentioned,mixed,False,I definitely have a favorite of the two I much prefer how sheer glow has worn over natural radiant
NARS Soft Matte Complete,Thrift Thick,https://www.youtube.com/watch?v=tlVSZdZEFyw,oily,yes,light,unknown,Light 2 Mont Blanc,mostly,16,no,no,yes,positive,False,It just looks so good on the skin so good and it has felt so lightweight today
NARS Soft Matte Complete,Kirsty Lo,https://www.youtube.com/watch?v=SpBCiN4xKz8,oily,yes,medium,warm,3W120,mostly,12,not_mentioned,yes,yes,positive,False,"""The double wear has done so well as per usual it works really incredibly well on my oily skin it looks natural it looks flawless"""
NARS Soft Matte Complete,Maryam Maquillage,https://www.youtube.com/watch?v=gIwF13_m2rU,oily,yes,medium,olive,Vanuatu,mostly,,not_mentioned,not_mentioned,not_mentioned,positive,False,"This definitely dries down to a matte, even more matte than the Natural Radiant... It almost doesn't look like I have oily skin."
NARS Soft Matte Complete,Magdaline Janet,https://www.youtube.com/watch?v=NzVg3uNdNp4,oily,unknown,medium,olive,Aruba,mostly,11,not_mentioned,yes,not_mentioned,positive,False,"It feels very comfortable, definitely lightweight, doesn't feel heavy or thick, and after about 11 hours with no touch ups, it looks okay with a nice glowy look, not oily or messy."
NARS Soft Matte Complete,Hannah With The Lipstick,https://www.youtube.com/watch?v=LlqNMix7Pbs,oily,yes,medium,unknown,4.5 Vienna,mostly,4,not_mentioned,not_mentioned,yes,positive,True,i honestly think it's worth the hype
NARS Soft Matte Complete,BiancaReneeToday,https://www.youtube.com/watch?v=nqbC1wYK3qc,oily,unknown,medium,unknown,medium deep 2.6 Hua Hine,mostly,6,not_mentioned,no,yes,positive,False,i knew i am currently in love with the nars matte foundation if you have oily skin i definitely recommend you try it
NARS Soft Matte Complete,Jessica Romua ,https://www.youtube.com/watch?v=_fKCWy3UXME,oily,unknown,medium,neutral,"Sahel (NARS), 3N (Dior)",mostly,8,not_mentioned,yes,not_mentioned,positive,False,"""I feel like the NARS one, once it sets, picks up more orangey. The Dior one does oxidize a little bit, but it still sets neutral."""
NARS Soft Matte Complete,Fabiola Cruz Beauty,https://www.youtube.com/watch?v=IcIY7gpyVTA,combination,not_mentioned,unknown,unknown,,mostly,10,not_mentioned,yes,not_mentioned,mixed,False,"The one on the left is the NARS Natural Radiant Longwear Foundation... and the one on the right is the new 2026 Estee Lauder Double Wear reformulation... At hour five, NARS was already settling into the smile lines and breaking down, but Double Wear was still impeccable and held up well even at hour 10."
NARS Soft Matte Complete,Nikkia Joy,https://www.youtube.com/watch?v=mavnGbUwClM,oily,unknown,medium,unknown,Medium 3 Stromboli,mostly,6,not_mentioned,no,not_mentioned,positive,False,i just can't get over the lack of shine like this is so bizarre
NARS Soft Matte Complete,Allie Glines,https://www.youtube.com/watch?v=ZeYHiS0T_sM,oily,unknown,light,unknown,Light 2 Mont Blanc,mostly,,not_mentioned,not_mentioned,not_mentioned,positive,False,"Even though it says matte, as you can see hopefully, it's not flat... it's not overly glowy, even though I didn't set it, at least so far."
NARS Soft Matte Complete,Samantha Jane,https://www.youtube.com/watch?v=oGMLYDglPp4,normal/combination,yes,medium,warm,Syracuse Medium Deep,mostly,8,no,no,not_mentioned,positive,False,It did not oxidize... no major transferring... it's a little bit shiny but nothing crazy and I think it looks great
NARS Soft Matte Complete,KWKosta,https://www.youtube.com/watch?v=K_ZXuTH854k,oily,yes,light,unknown,Salzburg Light 3.5,mostly,13,not_mentioned,no,yes,positive,False,this is my final check-in hour number 13. and i still have this foundation on my face... for me is a big thumbs up i really like it highly recommend it
NARS Soft Matte Complete,Madeline Williams,https://www.youtube.com/watch?v=DF-ir8j2VHA,oily,yes,medium,neutral,medium 2 santa fe,mostly,6,no,no,not_mentioned,positive,False,i have loved the finish of this foundation so much that like i don't even mind that it was a little bit more oily during the six hour work
NARS Soft Matte Complete,Olotu Funke,https://www.youtube.com/watch?v=XxheWuoPKKQ,oily,yes,unknown,unknown,IGA UCO,yes,,not_mentioned,no,yes,positive,False,I actually quite like the foundation I like the texture and the coverage ... it does give a matte finish I don't feel like I have a matte product on my face it just feels very natural
NARS Soft Matte Complete,Haley Kim,https://www.youtube.com/watch?v=DC_sR1vrBcA,acne prone,yes,unknown,warm,,not_tested,,not_mentioned,not_mentioned,not_mentioned,positive,False,"just because you have acne on your cheek, it doesn't mean that you have to use high coverage foundation all over your face"
NARS Soft Matte Complete,Mixed Makeup,https://www.youtube.com/watch?v=WftrUdS8TBs,oily,unknown,unknown,unknown,,mostly,,not_mentioned,not_mentioned,not_mentioned,positive,False,this is a great formula if you do have oilier skin I love to apply this with either if I want more of a natural coverage for oily skin I'll apply it with a damp like slightly damp Beauty sponge and I'll tap it in that'll give me a really nice even coverage or if I want to be a little more buffed out and thinned out I'll apply with a bigger blending brush so you just get so many different options with this it's completely buildable you can build up to be extremely full coverage which I love and it wears so long
NARS Soft Matte Complete,Marlena Stell,https://www.youtube.com/watch?v=SjsiKJP5TCM,dry,unknown,unknown,unknown,,not_tested,,not_mentioned,not_mentioned,not_mentioned,positive,True,"If you have dry skin, using a luminous SPF is game changer for giving you that really glowing skin that dry skin actually needs."
NARS Soft Matte Complete,Jessica Pimentel,https://www.youtube.com/watch?v=kwlCEN0q330,oily combination,yes,medium,unknown,,mostly,,not_mentioned,no,yes,positive,False,it looks so so natural but still full coverage is honestly a top top foundation
NARS Soft Matte Complete,Jessica Romua ,https://www.youtube.com/watch?v=VG_yvm75CBc,oily,unknown,medium,warm,Estee Lauder Double Wear Fawn 3W1.5; NARS Sahel M2.5,mostly,,not_mentioned,not_mentioned,not_mentioned,mixed,False,"For somebody with very oily skin, I wouldn't say this is a matte matte foundation. It definitely has a little bit of I don't want to say shine cause it's not shine, but it has like a glow from within. It's a very like flexible matte foundation."
NARS Soft Matte Complete,Angela Denise ,https://www.youtube.com/watch?v=8V_Dv3aKIB4,combination,not_mentioned,medium,unknown,Seville (medium deep 3.5),mostly,4,not_mentioned,no,not_mentioned,positive,False,"I really like the way the foundation looks on the skin. It is very promising... without looking oily, without feeling oily. Everything on the skin feels extremely lightweight."
NARS Soft Matte Complete,KeikoBeauty,https://www.youtube.com/watch?v=AAnESyr4J4E,oily,yes,medium,warm,cadiz (medium deep 3),mostly,10,not_mentioned,no,yes,positive,False,this is my new favorite foundation for the summertime if you guys are oily or very oily going out of town to a very hot tropical place you're going to love this foundation
NARS Soft Matte Complete,KyrielleLara,https://www.youtube.com/watch?v=kuZ1lRN2EgA,combination to oily,unknown,fair,yellow/neutral,Light Zero Siberia,mostly,9,not_mentioned,no,not_mentioned,positive,False,It feels so lightweight like I'm not wearing any foundation like I can't feel anything and the matte finish is very real
NARS Soft Matte Complete,Afeeyah FBM,https://www.youtube.com/watch?v=ZjPTcvuy72w,oily,yes,medium,unknown,New Caledonia (D2),mostly,8,not_mentioned,no,yes,positive,False,if you have oily skin if you have oily type of skin and your skin gets oily oily this is a okay... i feel like if i was wearing my natural radiant today i'd have been sweating a lot more because i was really i enjoyed myself so this is the end of the video
NARS Soft Matte Complete,Makeup By Asta,https://www.youtube.com/watch?v=-oE0mgasNkg,combination,unknown,medium,unknown,Stromboli,mostly,8,not_mentioned,no,not_mentioned,positive,False,the highlight of this foundation for me is that you can touch your face it kind of dries down and it seems like it's been set with powder
NYX Cant Stop Wont Stop,juicyjas,https://www.youtube.com/watch?v=BPNfYbjF67U,combination,unknown,medium,olive,Beige,no,6,not_mentioned,no,not_mentioned,mixed,False,I definitely started noticing the oil probably about two to three hours into wearing the foundation... this foundation is super oily on my skin more than other ones that I've tried
NYX Cant Stop Wont Stop,Taisha,https://www.youtube.com/watch?v=PJ5qC2QznCw,oily,unknown,light,neutral,beige,mostly,9,not_mentioned,no,not_mentioned,positive,False,"""It's been up nine hours and I'm not that oily I swear to you I'm not that oily"""
NYX Cant Stop Wont Stop,Sarah Sarosh,https://www.youtube.com/watch?v=QDBNuKIV30w,oily,not_mentioned,medium,warm,Golden Honey,mostly,8,not_mentioned,no,not_mentioned,positive,False,This foundation might just give Fenty a run for its money the finish is beautiful and all the full coverage feels of it it's still there it's not transferring at all
NYX Cant Stop Wont Stop,Magdaline Janet,https://www.youtube.com/watch?v=1iNgckJDyhY,oily,unknown,medium,neutral,neutral tan,mostly,12,not_mentioned,yes,not_mentioned,positive,False,it was looking so good oils were coming in a little bit but the skin was still pretty mattified kind of how we started off in the morning
NYX Cant Stop Wont Stop,Taylor Anise,https://www.youtube.com/watch?v=a9crOZVk6PE,oily,unknown,medium,unknown,Nutmeg,mostly,9,not_mentioned,not_mentioned,yes,positive,False,with me wearing it all day as well as working out I still think this foundation wore pretty good it's not separating anywhere I'm just getting shiny in places that I do get oily and the places that idea's sweat
NYX Cant Stop Wont Stop,BiancaReneeToday,https://www.youtube.com/watch?v=ZCwV42Ps98Y,oily,unknown,medium,neutral,golden,mostly,9,not_mentioned,no,not_mentioned,positive,False,I think this foundation did a really good job on oily skin probably even better on normal skin and possibly amazing on dry skin maybe even too dry
Rare Beauty Liquid Touch,Taylor Wynn,https://www.youtube.com/watch?v=q4q6jkKf8zo,combination,not_mentioned,light,neutral,130n,not_tested,,not_mentioned,yes,not_mentioned,mixed,False,it does seem to oxidize about half a shade you can see it's a little bit lighter when it first goes on
Rare Beauty Liquid Touch,Kris Kameron,https://www.youtube.com/watch?v=QAxFB4nig0k,oily,yes,light,neutral,210n,no,6,no,no,yes,positive,False,"""I did get super shiny after just like two hours but that happens to me with every foundation... I am obsessed the lip color stayed on pretty well... I feel like the coverage is really good...  I am obsessed"""
Rare Beauty Liquid Touch,Ivory Cherry,https://www.youtube.com/watch?v=5viaG9pIkYw,oily,yes,medium,neutral,290n,mostly,10,not_mentioned,no,not_mentioned,positive,False,at 10 hours i feel like the foundation looks pretty good but like i said i probably would take it off at this point
Rare Beauty Liquid Touch,juicyjas,https://www.youtube.com/watch?v=o1BM-ovKYQY,combination,unknown,light-medium,neutral,20 light medium neutral,no,10,not_mentioned,yes,not_mentioned,mixed,True,"Clearly, I could use a blotting sheet. Lots of oil coming through on my T-zone. And this formula definitely oxidizes."
Rare Beauty Liquid Touch,Ashley Roark,https://www.youtube.com/watch?v=VQRtgsk6kCE,oily,not_mentioned,medium,warm,170W,mostly,7,not_mentioned,no,yes,positive,False,I am very shocked by how well I like this and I just woke up from a nap and usually that goes either one of two ways... it's not too greasy or shiny. It just looks like a dewy foundation.
Rare Beauty Liquid Touch,Michelle Londyn,https://www.youtube.com/watch?v=2KB5BVBjs7s,oily,unknown,light,warm olive,"170W (foundation), 130N (concealer)",mostly,8,not_mentioned,no,not_mentioned,positive,False,I think this is wearing really well despite my oily skin. I think this is a win in my book.
Revlon ColorStay,Nikkia Joy,https://www.youtube.com/watch?v=YRBBRKJyXv8,oily,unknown,medium,unknown,320 true beige,mostly,15,not_mentioned,not_mentioned,not_mentioned,positive,False,my natural oils have come through this foundation is looking a whole lot nicer on my skin everything has really smooth out that cakey not really cakey but like that sort of textured appearance at my skin had
Revlon ColorStay,Samantha Jane,https://www.youtube.com/watch?v=0m8pS5-3nJM,oily,unknown,medium,neutral,372 Toast,mostly,12,not_mentioned,no,yes,positive,False,I think it wore beautifully... oils started to come through around 12 or 1 which is pretty normal for me... I'm just really loving this... overall huge thumbs up absolutely impressed and highly recommend
Revlon ColorStay,Magdaline Janet,https://www.youtube.com/watch?v=vcbjt3bZFIA,oily,not_mentioned,medium,unknown,350 Rich tan,mostly,12,not_mentioned,no,yes,positive,False,This Foundation wow it is freaking amazing this Foundation is really doing the damn thing it is the perfect matte and long wearing blurring Foundation
Revlon ColorStay,Thrift Thick,https://www.youtube.com/watch?v=QUJEoWWyp-k,oily,yes,medium,unknown,150 buff,mostly,12,not_mentioned,no,not_mentioned,mixed,False,i feel like my skin didn't get hardly as oily as it typically does throughout a day of wear even on a low-key day like this
Revlon ColorStay,Stephanie Holiday,https://www.youtube.com/watch?v=QoGg4pmm2ww,oily,yes,unknown,unknown,,yes,8,not_mentioned,not_mentioned,not_mentioned,positive,False,the foundation is still very matte and still very much there i mean the coverage is still there nothing has transferred off of my nose
Revlon ColorStay,Sanesh Makeup,https://www.youtube.com/watch?v=kpaK_1gRTfA,oily,no,unknown,unknown,toffee,mostly,6,not_mentioned,not_mentioned,not_mentioned,positive,True,I was actually impressed that around the 7 o'clock mark I was still quite matte ... I think this is a really good foundation ... you will get a pretty decent amount of wear on this foundation obviously if you are oily like I am you're going to have to blot your oily areas ...
Revlon ColorStay,Nana Beauty,https://www.youtube.com/watch?v=-7BzTN31RrM,combination,yes,medium,neutral,600 Cinnamon,mostly,,no,no,yes,positive,False,This Revlon Foundation absolutely love it absolutely love it I love the old formula this is the new formula both of them are the same to me I don't see much of a difference this is a great are excellent everyday Foundation everyday Work Foundation
Revlon ColorStay,BiancaReneeToday,https://www.youtube.com/watch?v=4nbG29i8CLs,oily,not_mentioned,medium,red-warm (more red than yellow),400 Caramel,no,10,not_mentioned,no,not_mentioned,mixed,False,I did have the full color and coverage still on my face it is called Color Stay the color did stay it's just my you know crazy oily skin so it's time to blot
Revlon ColorStay,Nadia Vega,https://www.youtube.com/watch?v=CCJ8BzZhvjw,"combination, oily",yes,medium,neutral,300,mostly,5,not_mentioned,no,not_mentioned,positive,True,"For 14.99 I feel like it's pretty good pretty good... if I were to rank this right now I would give it a 7 out of 10... after wear, maybe like an 8 to an 8.5 out of 10."
Revlon ColorStay,Mena_Adubea,https://www.youtube.com/watch?v=s4hmLM_rgHI,combination and oily,unknown,unknown,unknown,Java,no,15,not_mentioned,not_mentioned,not_mentioned,positive,False,I think that it wore beautifully ... This is not giving me matte it's giving me natural coverage and I'm okay with that but I think that this makeup still looks good and I enjoy it
Revlon ColorStay,Shannon Lansing,https://www.youtube.com/watch?v=T8gMpYj5LMg,normal/dry,unknown,deep,unknown,395 deep honey,yes,14,not_mentioned,yes,not_mentioned,positive,False,I just got done with my friend's daughter's birthday and I'm meeting up with another friend right now and we're gonna go eat hot pot... this is what the foundation looked like after 14 hours... I really did like you guys I did not get oily so I do recommend it
Revlon ColorStay,Kelechi R Eluma ,https://www.youtube.com/watch?v=HyfksXtuLc8,oily,unknown,unknown,unknown,500 walnuts,no,7,not_mentioned,not_mentioned,yes,positive,False,I have oily skin and I am in love with this Foundation... to me the medium coverage is really really good... you can see my face looks hydrating but my oil is not really speaking through... this is just the right foundation for oily and combination skin.
Revlon ColorStay,Anne Clutz,https://www.youtube.com/watch?v=EtJh-k9t_tM,oily,yes,medium,warm,"L'Oreal 110, Revlon Warm Golden",no,12,not_mentioned,not_mentioned,not_mentioned,mixed,False,Mas maganda pa rin talaga to (Revlon) kesa dito (L'Oreal). Mas oily talaga to (L'Oreal).
Revlon ColorStay,Imani Bautista,https://www.youtube.com/watch?v=5M6ANiBsRk4,normal to slightly dry,yes,medium,"pink (implied, but mixed feelings about pinky tone)",natural tan,mostly,10,not_mentioned,no,yes,positive,False,the foundation still looks phenomenal I mean are we seeing this you guys it looks amazing
Revlon ColorStay,Leximarcellaa,https://www.youtube.com/watch?v=XKrHZiQDccI,combination/oily,yes,unknown,yellow,,mostly,,not_mentioned,not_mentioned,yes,positive,False,I like the Revlon color stay is great for oily skin and then of course the acne from elf is really good because it actually has like salicylic acid and like what is it called um witch hazel it also has witch hazel in it which is also good for your skin and it gives me a really Flawless finish
Revlon ColorStay,Jc Fabuleux,https://www.youtube.com/watch?v=gi4EaeXZFIk,oily,unknown,medium,yellow,golden beige,no,10,not_mentioned,no,yes,positive,True,"After 10 hours guys, the pigmentation is still there, the coverage is good, and it does not break apart even after working out."
Revlon ColorStay,SariReanna,https://www.youtube.com/watch?v=cA7_54nTyfs,oily,yes,unknown,unknown,,not_tested,,yes,not_mentioned,no,negative,False,I ended up having an allergic reaction to it I broke out in a rash there was like tiny little irritated red bumps in like little clusters all over my face and it did kind of end up breaking me out in general as well
Revlon ColorStay,Deanna Borocz,https://www.youtube.com/watch?v=iAVHeckHtHg,oily,yes,unknown,unknown,,mostly,8,no,not_mentioned,yes,positive,False,the first like five six hours are beautiful it looks so good it keeps your makeup on amazingly
Revlon ColorStay,Stephanie Alford,https://www.youtube.com/watch?v=aHOel2FccdI,oily combo,yes,medium,warm,"not explicitly stated but uses 350 Rich Tan and 370 Toast for Revlon, N4 and Buff Beige for L'Oreal True Match Lumi",mostly,,not_mentioned,yes,yes,positive,False,the mattifying effect in it is crazy awesome I mean this will mattify your skin ... it really does remind me of the Covergirl one except I feel like this one's just a little bit drier ... it does stay on forever
Revlon ColorStay,KYM CHAVEZ,https://www.youtube.com/watch?v=Rn7u8jm973I,combination to oily,unknown,unknown,unknown,150 Natural Beige,mostly,12,no,no,no,mixed,False,"It is a lightweight, medium coverage foundation that lasted me about 12 hours, controlled oil mostly but not fully, did not cause breakouts, and is not full coverage so it didn’t build up cakey."
Revlon ColorStay,HotandFlashy,https://www.youtube.com/watch?v=vYQ9CdQQOhQ,combination,no,unknown,unknown,"300 golden beige (combo to oily), 250 fresh beige (normal to dry)",mostly,11,yes,no,not_mentioned,mixed,False,"From a distance I was like, ""Wow, this stuff is awesome. Look at the wear on this."" ... At the 5 hour check-in it was barely worn off at all... but it did make my chin immediately like break out in these itchy, blotchy hives that didn’t really improve throughout the day."
Smashbox Studio Skin,Taylor Wynn,https://www.youtube.com/watch?v=yUgWkOz3sog,combination,yes,light,warm,0.5,mostly,13.5,not_mentioned,yes,not_mentioned,mixed,False,"For the foundation being on for almost 14 hours, it looks really good. I feel like this is one of the first foundations in a while that has pretty much totally controlled my oil... I think it oxidized a tad throughout the day... I'm not totally in love with this. I'm not in love with how it feels on my face. It feels very heavy."
Smashbox Studio Skin,Nikkia Joy,https://www.youtube.com/watch?v=gsoAudD-MaM,oily,unknown,light-medium,warm,2.35 light medium with a warm golden undertone,mostly,6,not_mentioned,not_mentioned,no,negative,False,my skin is looking absolutely terrible in this foundation ... it is caked and separated all around my mouth ... it looks so bad
Smashbox Studio Skin,Thrift Thick,https://www.youtube.com/watch?v=l9Y0ul7qy74,oily,yes,fair,neutral,at one point one skir (fair light neutral),no,10.5,not_mentioned,not_mentioned,not_mentioned,mixed,False,it promises shine control I don't for who like I don't understand maybe did this foundation say it was good for all skin types maybe it try and control for people who have dry skin but if you have oily skin like me I didn't find it to be oil controlling or shine controlling in the slightest also it transfers that's a huge huge carnage
Smashbox Studio Skin,Samantha Jane,https://www.youtube.com/watch?v=kvYCqtafhg0,oily,unknown,medium,unknown,3.1,mostly,10,not_mentioned,no,not_mentioned,positive,False,I'm very very happy with how this has performed and now that I have it powdered I think it looks really good didn't oxidize on my skin either
Smashbox Studio Skin,BiancaReneeToday,https://www.youtube.com/watch?v=J4eUkfarukY,oily,unknown,medium,warm,not explicitly stated but matched similar to L'Oreal Infallible shade,yes,9.5,not_mentioned,no,yes,positive,False,After nine and a half hours my skin looks really really good and I think this definitely deserves a spot in at least my top three favorite high-end foundations.
Smashbox Studio Skin,Ivory Cherry,https://www.youtube.com/watch?v=gdwAL6nIhOE,oily,yes,unknown,unknown,3.02,mostly,9,not_mentioned,no,not_mentioned,positive,False,so far I'm really liking this foundation I think it's very compatible with people with oily skin
Tarte Shape Tape,Thrift Thick,https://www.youtube.com/watch?v=2zVEzeaTTKs,oily,yes,fair,neutral,16n Fair light neutral,no,7,not_mentioned,no,not_mentioned,mixed,False,the foundation looks real rough around my mouth it just has gathered it has caked has separated really badly
Tarte Shape Tape,All Beauty By Sarah,https://www.youtube.com/watch?v=R5e0BN9cbtQ,combination,unknown,medium,golden,35G medium golden,mostly,9,not_mentioned,no,yes,positive,False,It stayed put it stayed looking beautiful even after a hit and strength workout I mean I was sweating a lot and this held up and it does not look like it broke up
Tarte Shape Tape,Zabrena ,https://www.youtube.com/watch?v=GTaYVcr5ufA,oily,unknown,fair,neutral,12B Fair Beige,no,12,not_mentioned,no,no,negative,False,it's just gross it's it's been 12 hours at this point I've been wearing this Foundation all day and it looks just plain nasty ... it really broke apart all over my face ... I do not recommend this Foundation to you no this is horrible horrible
Tarte Shape Tape,ThatsSoYin,https://www.youtube.com/watch?v=-Ar4cLm9750,normal,unknown,light,yellow,Light Medium Sand,mostly,,not_mentioned,no,yes,positive,False,at the end of the day i had more of a demi matte finish... it doesn't feel heavy at all and i think that throughout the day it was just so consistent... the face tape is my favorite out of all the other foundations
Tarte Shape Tape,Vanessa Lopez,https://www.youtube.com/watch?v=bx2Yiouuzlk,oily,yes,fair,warm,12s fair sand,mostly,9,not_mentioned,no,not_mentioned,positive,False,The foundation looks frickin flawless we are four hours in ... nothing is fading I don't feel like I'm getting really oily ... everything is looking really good so far ... it is now the end of the night and I am ready to give you guys this final check-in it is now 8:24 p.m. so I've had this foundation on for a l
Tarte Shape Tape,KWKosta,https://www.youtube.com/watch?v=XdjNQDjHzaU,oily,yes,fair,neutral,fair light neutral,no,10,not_mentioned,no,no,negative,False,for this to look like this after 10 hours I'm not impressed I'm not impressed at all
Too Faced Born This Way,Nikkia Joy,https://www.youtube.com/watch?v=AD6pawKOXZg,oily,unknown,medium,unknown,golden,no,6.5,not_mentioned,no,not_mentioned,mixed,False,this is going to be a short wear foundation so something that I can pop on you know when I want to look really beautiful and dewy as opposed to something that I could chuck on in the morning and leave all day long without having to touch up
Too Faced Born This Way,Thrift Thick,https://www.youtube.com/watch?v=dYz2lwSIsbE,oily,unknown,light,neutral,vanilla and cloud,yes,,not_mentioned,yes,no,negative,False,i have not felt oily at all today ... however i'm pretty sure that's all i can think of when it comes to the pros
Too Faced Born This Way,Mufidah Mukhtar,https://www.youtube.com/watch?v=kbTjIZURtBg,oily,unknown,medium,unknown,Chestnut,mostly,12,not_mentioned,no,not_mentioned,positive,False,"it's been really really hot today so this is the nose mask i was using and as you can see, just the nose portion got smudged and just a little bit around my mustache area and then my lips but not much of the foundation has climbed onto the nose mask i'm really really impressed"
Too Faced Born This Way,Tammi Clarke,https://www.youtube.com/watch?v=kdMn2LJOGvY,oily,not_mentioned,medium,warm red (not perfect),maple (with a bit of warm sand mixed),mostly,7,not_mentioned,no,not_mentioned,positive,True,"""Honestly I'm not mad at this foundation for the amount of time I've had it on... It's been like six how many hours have been 11:30 basically seven hours of wear and this is how we're looking it hasn't separated it hasn't gone all weird it still looks pretty fine"""
Too Faced Born This Way,Kirsty Lo,https://www.youtube.com/watch?v=BAinjwGaoT8,oily,unknown,light to medium,neutral to warm olive,"TWW2 Ratan for Double Wear, Warm Nude for Too Faced",mostly,10,not_mentioned,no,yes,positive,False,This Too Faced Born This Way Matt Foundation is probably one of the best foundations that I've ever used it's super long lasting and it controlled my oils all day
Too Faced Born This Way,Magdaline Janet,https://www.youtube.com/watch?v=edskQpTd8C8,oily,unknown,medium,neutral,warm beige,mostly,12,not_mentioned,no,not_mentioned,positive,False,it looks good for it being all day long... I do think their products are still very very solid
elf Flawless Satin,Nikkia Joy,https://www.youtube.com/watch?v=e5hhh68cfi0,oily,unknown,medium,unknown,sand,no,12,not_mentioned,not_mentioned,not_mentioned,mixed,False,"""I'm very oily through my t-zone and kind of to the point where the makeup is shifting around moving around and kind of it's starting to separate... but surprisingly this actually hasn't progressed any further"""
elf Flawless Satin,Foundation Lady,https://www.youtube.com/watch?v=jUJJu14rBes,slightly dry,unknown,unknown,unknown,mix of 120 Pearl and 220 Beige,mostly,10,not_mentioned,yes,not_mentioned,positive,False,"Throughout the day, as I caught glimpses of my skin in the mirror, it looked better and better."
elf Flawless Satin,SilviaMBeauty,https://www.youtube.com/watch?v=5O0n8tP1PH8,oily,yes,unknown,unknown,Sand,mostly,12,not_mentioned,not_mentioned,no,mixed,False,I do feel like that the foundation did keep me matte throughout the day but I haven't touched up at all my face still doesn't look like super oily or greasy
elf Flawless Satin,Drea CN,https://www.youtube.com/watch?v=vnN4WUui0dk,oily,no,unknown,unknown,Sand Beige,mostly,9,not_mentioned,no,not_mentioned,positive,False,I'm so happy that this was a good wear test that it ended up being a great product so I'm very happy with this product
elf Flawless Satin,Stephanie Holiday,https://www.youtube.com/watch?v=SntZxiz9Fig,oily,not_mentioned,unknown,unknown,not_mentioned,no,10,not_mentioned,not_mentioned,no,mixed,False,"Only because after about 6 7 hours, it did start to crack and just crease. And is that horrible? No, not really, but there are better foundations out there."
elf Flawless Satin,Adrika,https://www.youtube.com/watch?v=kOupKmy6a8U,combination to oily,yes,unknown,unknown,sand,no,8,not_mentioned,not_mentioned,not_mentioned,mixed,False,I think it's geared more towards drier skin types and be normal to combination to dry not so much towards oily skin although I do think it really did work out for me
